0.000000, 0.795607, 0.406265, 0.567145
0.010000, 0.756673, 0.418906, 0.411577
0.020000, 0.722896, 0.431781, 0.299505
0.030000, 0.693785, 0.444575, 0.218765
0.040000, 0.668864, 0.457112, 0.160595
0.050000, 0.647689, 0.469303, 0.118686
0.060000, 0.629850, 0.481113, 0.088494
0.070000, 0.614976, 0.492541, 0.066746
0.080000, 0.602733, 0.503604, 0.051086
0.090000, 0.592820, 0.514333, 0.039817
0.100000, 0.584971, 0.524762, 0.031717
0.110000, 0.578950, 0.534928, 0.025906
0.120000, 0.574548, 0.544868, 0.021749
0.130000, 0.571580, 0.554615, 0.018790
0.140000, 0.569884, 0.564204, 0.016699
0.150000, 0.569316, 0.573664, 0.015239
0.160000, 0.569750, 0.583022, 0.014238
0.170000, 0.571078, 0.592304, 0.013573
0.180000, 0.573200, 0.601532, 0.013155
0.190000, 0.576033, 0.610727, 0.012920
0.200000, 0.579503, 0.619906, 0.012820
0.210000, 0.583543, 0.629086, 0.012823
0.220000, 0.588097, 0.638282, 0.012903
0.230000, 0.593116, 0.647505, 0.013044
0.240000, 0.598555, 0.656769, 0.013232
0.250000, 0.604376, 0.666084, 0.013458
0.260000, 0.610547, 0.675458, 0.013716
0.270000, 0.617038, 0.684901, 0.013999
0.280000, 0.623824, 0.694420, 0.014306
0.290000, 0.630884, 0.704022, 0.014632
0.300000, 0.638198, 0.713713, 0.014977
0.310000, 0.645749, 0.723499, 0.015338
0.320000, 0.653524, 0.733385, 0.015715
0.330000, 0.661510, 0.743376, 0.016108
0.340000, 0.669697, 0.753476, 0.016515
0.350000, 0.678075, 0.763689, 0.016937
0.360000, 0.686636, 0.774019, 0.017373
0.370000, 0.695375, 0.784470, 0.017823
0.380000, 0.704284, 0.795045, 0.018288
0.390000, 0.713360, 0.805746, 0.018767
0.400000, 0.722599, 0.816578, 0.019260
0.410000, 0.731997, 0.827542, 0.019768
0.420000, 0.741551, 0.838642, 0.020290
0.430000, 0.751260, 0.849880, 0.020828
0.440000, 0.761122, 0.861258, 0.021381
0.450000, 0.771136, 0.872780, 0.021950
0.460000, 0.781300, 0.884446, 0.022534
0.470000, 0.791615, 0.896260, 0.023135
0.480000, 0.802079, 0.908224, 0.023752
0.490000, 0.812694, 0.920340, 0.024386
0.500000, 0.823459, 0.932611, 0.025037
0.510000, 0.834374, 0.945037, 0.025707
0.520000, 0.845440, 0.957622, 0.026394
0.530000, 0.856658, 0.970368, 0.027100
0.540000, 0.868029, 0.983276, 0.027825
0.550000, 0.879554, 0.996350, 0.028569
0.560000, 0.891234, 1.009590, 0.029333
0.570000, 0.903069, 1.022999, 0.030118
0.580000, 0.915062, 1.036578, 0.030923
0.590000, 0.927214, 1.050331, 0.031750
0.600000, 0.939525, 1.064259, 0.032599
0.610000, 0.951999, 1.078364, 0.033470
0.620000, 0.964635, 1.092649, 0.034364
0.630000, 0.977437, 1.107115, 0.035283
0.640000, 0.990405, 1.121763, 0.036225
0.650000, 1.003540, 1.136598, 0.037192
0.660000, 1.016846, 1.151620, 0.038184
0.670000, 1.030324, 1.166831, 0.039203
0.680000, 1.043974, 1.182234, 0.040248
0.690000, 1.057800, 1.197831, 0.041321
0.700000, 1.071803, 1.213624, 0.042422
0.710000, 1.085985, 1.229614, 0.043551
0.720000, 1.100348, 1.245805, 0.044710
0.730000, 1.114894, 1.262197, 0.045900
0.740000, 1.129624, 1.278794, 0.047120
0.750000, 1.144541, 1.295597, 0.048372
0.760000, 1.159647, 1.312609, 0.049656
0.770000, 1.174943, 1.329831, 0.050974
0.780000, 1.190432, 1.347265, 0.052326
0.790000, 1.206115, 1.364915, 0.053713
0.800000, 1.221995, 1.382781, 0.055136
0.810000, 1.238074, 1.400866, 0.056595
0.820000, 1.254353, 1.419172, 0.058092
0.830000, 1.270835, 1.437701, 0.059628
0.840000, 1.287521, 1.456455, 0.061203
0.850000, 1.304415, 1.475436, 0.062818
0.860000, 1.321517, 1.494647, 0.064475
0.870000, 1.338830, 1.514089, 0.066174
0.880000, 1.356356, 1.533764, 0.067916
0.890000, 1.374097, 1.553675, 0.069703
0.900000, 1.392054, 1.573823, 0.071535
0.910000, 1.410231, 1.594210, 0.073414
0.920000, 1.428629, 1.614839, 0.075340
0.930000, 1.447250, 1.635711, 0.077315
0.940000, 1.466096, 1.656828, 0.079340
0.950000, 1.485169, 1.678193, 0.081415
0.960000, 1.504472, 1.699806, 0.083543
0.970000, 1.524005, 1.721671, 0.085724
0.980000, 1.543772, 1.743788, 0.087960
0.990000, 1.563773, 1.766159, 0.090251
